run, program, qubits, run time, number_of_transformations
58, var_q3_00_R, 3, 0.02811145782470703, 6
59, var_q3_00_R, 3, 0.028360843658447266, 6
60, var_q3_00_R, 3, 0.028528928756713867, 6
61, var_q3_00_R, 3, 0.02834153175354004, 6
62, var_q3_00_R, 3, 0.028581619262695312, 6
63, var_q3_00_R, 3, 0.029097318649291992, 6
64, var_q3_00_R, 3, 0.028211593627929688, 6
65, var_q3_00_R, 3, 0.028496265411376953, 6
66, var_q3_00_R, 3, 0.028637170791625977, 6
67, var_q3_00_R, 3, 0.028919458389282227, 6
68, var_q3_00_R, 3, 0.028746366500854492, 6
69, var_q3_00_R, 3, 0.028730392456054688, 6
70, var_q3_00_R, 3, 0.029028654098510742, 6
71, var_q3_00_R, 3, 0.05518460273742676, 6
72, var_q3_00_R, 3, 0.028611421585083008, 6
73, var_q3_00_R, 3, 0.028249263763427734, 6
74, var_q3_00_R, 3, 0.02830362319946289, 6
75, var_q3_00_R, 3, 0.02837657928466797, 6
76, var_q3_00_R, 3, 0.028099775314331055, 6
77, var_q3_00_R, 3, 0.028569936752319336, 6
78, var_q3_00_R, 3, 0.028137922286987305, 6
79, var_q3_00_R, 3, 0.02826690673828125, 6
80, var_q3_00_R, 3, 0.02851080894470215, 6
81, var_q3_00_R, 3, 0.028613805770874023, 6
82, var_q3_00_R, 3, 0.028166532516479492, 6
83, var_q3_00_R, 3, 0.02795720100402832, 6
84, var_q3_00_R, 3, 0.02847456932067871, 6
85, var_q3_00_R, 3, 0.028139591217041016, 6
86, var_q3_00_R, 3, 0.02837347984313965, 6
87, var_q3_00_R, 3, 0.028403043746948242, 6
88, var_q3_00_R, 3, 0.028380632400512695, 6
89, var_q3_00_R, 3, 0.028419017791748047, 6
90, var_q3_00_R, 3, 0.028093576431274414, 6
91, var_q3_00_R, 3, 0.02849292755126953, 6
92, var_q3_00_R, 3, 0.027974843978881836, 6
93, var_q3_00_R, 3, 0.028341054916381836, 6
94, var_q3_00_R, 3, 0.028868436813354492, 6
95, var_q3_00_R, 3, 0.02826547622680664, 6
96, var_q3_00_R, 3, 0.02844071388244629, 6
97, var_q3_00_R, 3, 0.02886795997619629, 6
98, var_q3_00_R, 3, 0.02805638313293457, 6
99, var_q3_00_R, 3, 0.029675960540771484, 6
0, var_q3_01_R, 3, 0.031760454177856445, 6
1, var_q3_01_R, 3, 0.0289914608001709, 6
2, var_q3_01_R, 3, 0.029241085052490234, 6
3, var_q3_01_R, 3, 0.029094457626342773, 6
4, var_q3_01_R, 3, 0.029878616333007812, 6
5, var_q3_01_R, 3, 0.029119253158569336, 6
6, var_q3_01_R, 3, 0.029561519622802734, 6
7, var_q3_01_R, 3, 0.02977609634399414, 6
8, var_q3_01_R, 3, 0.029182910919189453, 6
9, var_q3_01_R, 3, 0.02965092658996582, 6
10, var_q3_01_R, 3, 0.02933216094970703, 6
11, var_q3_01_R, 3, 0.029561281204223633, 6
12, var_q3_01_R, 3, 0.029610395431518555, 6
